"01_Mickey!Set01!Lighting01_DisplayName", "米奇吊燈"
"09_Frozen!Setless!LibraryCandle01_DisplayName", "蠟燭"
"09_Frozen!Setless!LibraryChaise01_DisplayName", "白色雙人小沙發"
"09_Frozen!Setless!LibraryPhonograph01_DisplayName", "老式唱片機"
"09_Frozen!Setless!LibrarySideTable01_DisplayName", "圖書館邊桌"
"09_Frozen!Setless!Menorah01_DisplayName", "猶太教燭臺"
"09_Frozen!Setless!SnowCastle01_DisplayName", "迷你冰雪城堡"
"09_Frozen!Setless!VerticalTapestry01!color01_DisplayName", "「春日重生」豎掛毯"
"09_Frozen!Setless!VerticalTapestry01!color02_DisplayName", "冰雪城堡豎掛毯"
"09_Frozen!Setless!YuleGoat01_DisplayName", "聖誕山羊"
"10_ToyStory!Set01!FunkyCoffeeTable01_DisplayName", "繽紛咖啡桌"
"10_ToyStory!Set01!FunkyCouch01_DisplayName", "圖畫沙發"
"10_ToyStory!Set01!FunkyLCouch01_DisplayName", "彩色L形沙發"
"10_ToyStory!Set01!FunkyPlanter01_DisplayName", "豎壁掛植物"
"10_ToyStory!Set01!FunkySideTable01_DisplayName", "幾何形邊桌"
"10_ToyStory!Set01!FunkyTV01_DisplayName", "娛樂系統"
"10_ToyStory!Set01!FunkyWindowL01_DisplayName", "半拱窗——左"
"10_ToyStory!Set01!FunkyWindowR01_DisplayName", "半拱窗——右"
"10_ToyStory!Set02!AstralChair01_DisplayName", "星星椅子"
"10_ToyStory!Set02!AstralLamp01_DisplayName", "雲朵燈"
"10_ToyStory!Set02!AstralStool01_DisplayName", "星星凳子"
"10_ToyStory!Set02!AstralTable01_DisplayName", "銀河桌子"
"10_ToyStory!Set02!CloudyIsland01_DisplayName", "雲朵島臺"
"10_ToyStory!Set02!CoffeeCart01_DisplayName", "咖啡車"
"10_ToyStory!Set02!HydrangeaFlock01_DisplayName", "繡球花組合"
"10_ToyStory!Set02!RocketArt01_DisplayName", "火箭畫作"
"10_ToyStory!Set03!ChestTable01_DisplayName", "箱子咖啡桌"
"10_ToyStory!Set03!CupChair01_DisplayName", "杯形椅子"
"10_ToyStory!Set03!Drapery02_DisplayName", "紅色帷幔"
"10_ToyStory!Set03!DraperyL01_DisplayName", "舞臺幕布——左"
"10_ToyStory!Set03!DraperyR01_DisplayName", "舞臺幕布——右"
"10_ToyStory!Set03!GuessBooth01_DisplayName", "外星人夾娃娃機"
"10_ToyStory!Set03!PhotoBooth01_DisplayName", "拍照屋"
"10_ToyStory!Set03!Popcorn01_DisplayName", "爆米花機"
"10_ToyStory!Set03!StarLights01_DisplayName", "星形霓虹燈裝飾"
"10_ToyStory!Set03!Stool01_DisplayName", "墊腳凳"
"10_ToyStory!Set03!StrongTest01_DisplayName", "測力儀"
"10_ToyStory!Set04!RV_BunkBed_DisplayName", "房車雙層床"
"10_ToyStory!Set04!RV_Carpet_DisplayName", "綠色毯子"
"10_ToyStory!Set04!RV_Couch_DisplayName", "房車沙發"
"10_ToyStory!Set04!RV_Counter01_DisplayName", "房車三抽屜櫃"
"10_ToyStory!Set04!RV_Counter02_DisplayName", "紅色廚房盥洗臺"
"10_ToyStory!Set04!RV_Counter03_DisplayName", "房車雙門櫃"
"10_ToyStory!Set04!RV_Counter04_DisplayName", "房車廚房島臺"
"10_ToyStory!Set04!RV_Cupboard01_DisplayName", "雙層房車壁櫃"
"10_ToyStory!Set04!RV_Cupboard02_DisplayName", "頂部房車壁櫃"
"10_ToyStory!Set04!RV_Cupboard03_DisplayName", "組合房車壁櫃"
"10_ToyStory!Set04!RV_Cupboard04_01_DisplayName", "大型房車壁櫃02"
"10_ToyStory!Set04!RV_Cupboard04_DisplayName", "大型房車壁櫃01"
"10_ToyStory!Set04!RV_Cupboard05_DisplayName", "房車貨櫃"
"10_ToyStory!Set04!RV_Door_DisplayName", "房車門"
"10_ToyStory!Set04!RV_Lamp_DisplayName", "房車檯燈"
"10_ToyStory!Set04!RV_Table_DisplayName", "房車桌子"
"10_ToyStory!Set04!RV_Table_inscene_DisplayName", "房車桌子（場景）"
"10_ToyStory!Set04!RV_Window01_DisplayName", "帶窗簾的房車窗戶"
"10_ToyStory!Set04!RV_Window02_DisplayName", "房車窗戶"
"10_ToyStory!Setless!ArchedSpaceWindow01_DisplayName", "深空拱形窗戶"
"10_ToyStory!Setless!BlanketFort01_DisplayName", "毯子堡壘"
"10_ToyStory!Setless!CowboyHatLamp01_DisplayName", "「脫帽」檯燈"
"10_ToyStory!Setless!LetterBlockColumn01_DisplayName", "作家黑金石柱"
"10_ToyStory!Setless!LuxoBall01_DisplayName", "皮克斯球"
"11_Tangled!Set01!Bookcase01_DisplayName", "玻璃門書櫃"
"11_Tangled!Set01!HangingChair01_DisplayName", "吊籃椅"
"11_Tangled!Set01!Nightstand01_DisplayName", "可愛床頭櫃"
"11_Tangled!Set01!PaintedBed01_DisplayName", "彩繪床"
"11_Tangled!Set01!PaintedDresser01_DisplayName", "彩繪抽屜櫃"
"11_Tangled!Set01!SunMirror01_DisplayName", "閃亮鏡子"
"11_Tangled!Set01!TuftedBench01_DisplayName", "植絨長凳"
"11_Tangled!Set02!ArtTable01_DisplayName", "繪畫桌"
"11_Tangled!Set02!Easel01_DisplayName", "畫架"
"11_Tangled!Set02!FloorPillows01_DisplayName", "休閑抱枕"
"11_Tangled!Set02!Guitar01_DisplayName", "吉他"
"11_Tangled!Set02!Lantern01_DisplayName", "燈籠裝飾"
"11_Tangled!Set02!Sofa01_DisplayName", "溫馨沙發"
"11_Tangled!Set02!WallDeco01_DisplayName", "繪畫「日與夜」"
"11_Tangled!Set02!Window01_DisplayName", "彩漆窗戶"
"11_Tangled!Set04!BarrelTable01_DisplayName", "桶形桌子"
"11_Tangled!Set04!BearArmchair01_DisplayName", "棕熊扶手椅"
"11_Tangled!Set04!HelmetLamp01_DisplayName", "頭盔燈"
"11_Tangled!Set04!SnugDuckSign01_DisplayName", "酒吧招牌"
"11_Tangled!Set04!TavernBed01_DisplayName", "普通床"
"11_Tangled!Set04!TavernChandelier01_DisplayName", "粗獷吊燈"
"11_Tangled!Set04!TavernCouch01_DisplayName", "木製沙發"
"11_Tangled!Set04!TavernFire01_DisplayName", "尖角酒館壁爐"
"11_Tangled!Set04!TavernRug01_DisplayName", "舒適地毯"
"11_Tangled!Set04!TavernSeat01_DisplayName", "簡易腳凳"
"11_Tangled!Set04!TavernWindow01_DisplayName", "鄉村窗戶"
"11_Tangled!Set60!fGothel01_DisplayName", "葛索媽媽的立鏡"
"12_LionKing!Set01!AnimalLamp01_DisplayName", "長頸鹿臺燈"
"12_LionKing!Set01!NightTable01_DisplayName", "床頭櫃"
"12_LionKing!Set01!OrnateMirror01_DisplayName", "鑲花鏡子"
"12_LionKing!Set01!TrunkColumn01_DisplayName", "樹幹立柱"
"12_LionKing!Set01!WoodBed01_DisplayName", "雕花木床"
"12_LionKing!Set01!WoodDresser01_DisplayName", "獸紋梳妝檯"
"12_LionKing!Set01!WoodSofa01_DisplayName", "雕花木沙發"
"12_LionKing!Set02!ClayVases01_DisplayName", "陶土花瓶"
"12_LionKing!Set02!LionMask01_DisplayName", "獅子浮雕"
"12_LionKing!Set02!LionRug01_DisplayName", "獅子花紋地毯"
"12_LionKing!Set02!SideTable01_DisplayName", "木雕邊桌"
"12_LionKing!Set02!TreePartition01_DisplayName", "樹枝隔牆"
"12_LionKing!Set02!WoodBench01_DisplayName", "雕花木凳"
"12_LionKing!Set02!WoodTable01_DisplayName", "雕花木桌"
"12_LionKing!Set03!Bones01_DisplayName", "牛羚殘骸"
"12_LionKing!Set03!LeafRug01_DisplayName", "堆葉地毯"
"12_LionKing!Set03!LogSeat01_DisplayName", "倒地原木"
"12_LionKing!Set03!Rockbed01_DisplayName", "刀疤的臥獅巖"
"12_LionKing!Set03!Vines01_DisplayName", "藤蔓綠牆"
"12_LionKing!Set03!WallPaws01_DisplayName", "爪印石板"
"12_LionKing!Set03!Waterfall01_DisplayName", "瀑布"
"12_LionKing!Set03!WaterHole01_DisplayName", "水池"
"12_LionKing!Set03!WoodBowl01_DisplayName", "拉飛奇的碗"
"12_LionKing!Set60!fNala01_DisplayName", "娜娜的瀑布"
"12_LionKing!Set60!fScar01_DisplayName", "火山鍋爐"
"12_LionKing!Set60!fSimba01_DisplayName", "辛巴的「生命循環」窗戶"
"12_LionKing!Setless!Steamvent01_DisplayName", "刀疤的星谷蒸汽孔"
"13_Mermaid!Set01!Bathmat01_DisplayName", "貝殼浴室足墊"
"13_Mermaid!Set01!Bathtub01_DisplayName", "漩渦浴缸"
"13_Mermaid!Set01!BubbleLight01_DisplayName", "燈泡"
"13_Mermaid!Set01!Porthole01_DisplayName", "舷窗"
"13_Mermaid!Set01!SinkVanity01_DisplayName", "魔鏡和馬賽克盥洗盆"
"13_Mermaid!Set01!Toilet01_DisplayName", "馬桶"
"13_Mermaid!Set01!WallFrames01_DisplayName", "海洋裝飾"
"13_Mermaid!Set02!Aquarium01_DisplayName", "魚缸"
"13_Mermaid!Set02!CoralHanger01_DisplayName", "珊瑚衣帽架"
"13_Mermaid!Set02!JewelryStand01_DisplayName", "珊瑚珠寶架"
"13_Mermaid!Set02!KelpDeco01_DisplayName", "裝飾海藻"
"13_Mermaid!Set02!NightTable01_DisplayName", "珍珠床頭櫃"
"13_Mermaid!Set02!ShellBed01_DisplayName", "貝殼床"
"13_Mermaid!Set02!ShellChair01_DisplayName", "貝殼椅"
"13_Mermaid!Set02!ShellCouch01_DisplayName", "貝殼沙發和海星抱枕"
"13_Mermaid!Set03!SeaWitchArmchair01_DisplayName", "漩渦單人沙發"
"13_Mermaid!Set03!SeaWitchBookcase01_DisplayName", "可悲靈魂書櫃"
"13_Mermaid!Set03!SeaWitchCarpet01_DisplayName", "章魚毯子"
"13_Mermaid!Set03!SeaWitchLamp01_DisplayName", "觸手落地燈"
"13_Mermaid!Set03!SeaWitchLamp02_DisplayName", "鸚鵡螺床頭燈"
"13_Mermaid!Set03!SeaWitchMirror01_DisplayName", "海洋女王鏡子"
"13_Mermaid!Set03!SeaWitchSideTable01_DisplayName", "章魚桌"
"13_Mermaid!Set03!SeaWitchStool01_DisplayName", "紫色腳凳"
"13_Mermaid!Set04!MermaidArmchair01_DisplayName", "扇貝鬱金香椅子"
"13_Mermaid!Set04!MermaidChandelier01_DisplayName", "藍色珍珠吊燈"
"13_Mermaid!Set04!MermaidCoffeeTable01_DisplayName", "海星咖啡桌"
"13_Mermaid!Set04!MermaidCouch01_DisplayName", "扇貝水晶椅子"
"13_Mermaid!Set04!MermaidDresser01_DisplayName", "珊瑚梳妝檯"
"13_Mermaid!Set04!MermaidLamp01_DisplayName", "藍色珍珠落地燈"
"13_Mermaid!Set04!MermaidLamp02_DisplayName", "藍色珍珠檯燈"
"13_Mermaid!Set04!MermaidLounge01_DisplayName", "珊瑚躺椅"
"13_Mermaid!Set04!MermaidMirror01_DisplayName", "珊瑚鏡子"
"13_Mermaid!Set04!MermaidSideTable01_DisplayName", "海星牆邊桌"
"13_Mermaid!Set04!MermaidStool01_DisplayName", "扇貝凳"
"13_Mermaid!Set04!MermaidVanity01_DisplayName", "珊瑚梳妝鏡"
"13_Mermaid!Set60!fEric01_DisplayName", "亞力克小船"
"13_Mermaid!Setless!SeaUrchinSeat01_DisplayName", "海底座椅"
"13_Mermaid!Setless!UrsulaThrone01_DisplayName", "烏蘇拉的深淵王座"
"13_Mermaid!Setless!UrsulaVanity01_DisplayName", "烏蘇拉的梳妝鏡"
"15_SwordStone!Set03!BagOfTricks01_DisplayName", "百寶袋"
"15_SwordStone!Set03!BigBookPile01_DisplayName", "大堆書"
"15_SwordStone!Set03!BubblingBrew01_DisplayName", "圓底燒瓶和支架"
"15_SwordStone!Set03!ComfyChair01_DisplayName", "舊單人沙發"
"15_SwordStone!Set03!Curtain02Decor_DisplayName", "華麗幕布"
"15_SwordStone!Set03!GoldBalance01_DisplayName", "黃金天平"
"15_SwordStone!Set03!MediumBookPile01_DisplayName", "書堆"
"15_SwordStone!Set03!MortarPestle01_DisplayName", "臼杵"
"15_SwordStone!Set03!PhialHolder01_DisplayName", "藥瓶架"
"15_SwordStone!Set03!PotionCupboard01_DisplayName", "藥水櫃"
"15_SwordStone!Set03!StarryWindow01_DisplayName", "星夜窗戶"
"15_SwordStone!Set03!StudyDesk01_DisplayName", "傳統桌子"
"15_SwordStone!Set03!TallBookshelf01_DisplayName", "高書架"
"15_SwordStone!Set03!Telescope01_DisplayName", "望遠鏡"
"15_SwordStone!Setless!BookPile01_DisplayName", "書堆"
"15_SwordStone!Setless!BookPile02_DisplayName", "小書堆"
"15_SwordStone!Setless!BookPile03_DisplayName", "一排書"
"15_SwordStone!Setless!CandleClump01_DisplayName", "殘燭"
"15_SwordStone!Setless!OpenBook01_DisplayName", "打開的書"
"16_LiloStitch!Set03!Dryer01_DisplayName", "烘乾機"
"16_LiloStitch!Set03!HulaLamp01_DisplayName", "草裙燈"
"16_LiloStitch!Set03!IslandCoffeeTable01_DisplayName", "海島咖啡桌"
"16_LiloStitch!Set03!IslandSofa01_DisplayName", "海島沙發"
"16_LiloStitch!Set03!LaundryBasket01_DisplayName", "洗衣籃"
"16_LiloStitch!Set03!Washer01_DisplayName", "洗衣機"
"16_LiloStitch!Set04!Amp01_DisplayName", "放大器"
"16_LiloStitch!Set04!BeachChair01!color01_DisplayName", "藍色沙灘椅"
"16_LiloStitch!Set04!BeachChair01!color02_DisplayName", "藍色條紋沙灘椅"
"16_LiloStitch!Set04!BeachChair01!color03_DisplayName", "紅色條紋沙灘椅"
"16_LiloStitch!Set04!BeachChair01!color04_DisplayName", "紅色沙灘椅"
"16_LiloStitch!Set04!BeachChair01!color05_DisplayName", "黃色沙灘椅"
"16_LiloStitch!Set04!BeachChair01!color06_DisplayName", "綠色條紋沙灘椅"
"16_LiloStitch!Set04!BeachTorch01_DisplayName", "雙頭火把"
"16_LiloStitch!Set04!FruitStand01!color01_DisplayName", "木質水果攤"
"16_LiloStitch!Set04!FruitStand01!color02_DisplayName", "白色木質水果攤"
"16_LiloStitch!Set04!Hammock01!color01_DisplayName", "棕櫚樹和藍色吊床"
"16_LiloStitch!Set04!Hammock01!color02_DisplayName", "棕櫚樹和紅色吊床"
"16_LiloStitch!Set04!IceCreamStand01!color01_DisplayName", "灰色冰淇淋攤"
"16_LiloStitch!Set04!IceCreamStand01!color02_DisplayName", "深藍色冰淇淋攤"
"16_LiloStitch!Set04!IceCreamStand01!color03_DisplayName", "淺藍色冰淇淋攤"
"16_LiloStitch!Set04!IceCreamStand01!color04_DisplayName", "粉色冰淇淋攤"
"16_LiloStitch!Set04!IceCreamStand01!color05_DisplayName", "紅色冰淇淋攤"
"16_LiloStitch!Set04!LifeguardTower01!color01_DisplayName", "救生員瞭望臺——黃藍太陽傘"
"16_LiloStitch!Set04!LifeguardTower01!color02_DisplayName", "救生員瞭望臺——紅白太陽傘"
"16_LiloStitch!Set04!ParasolSetup01!color01_DisplayName", "日落太陽傘和綠色毛巾"
"16_LiloStitch!Set04!ParasolSetup01!color02_DisplayName", "藍色太陽傘和紅色毛巾"
"16_LiloStitch!Set04!ParasolSetup01!color03_DisplayName", "綠色太陽傘和藍色毛巾"
"16_LiloStitch!Set04!PicnicTable01!color01_DisplayName", "深色木紋野餐桌"
"16_LiloStitch!Set04!PicnicTable01!color02_DisplayName", "木製野餐桌"
"16_LiloStitch!Set04!Surfboards01!color01_DisplayName", "簡約衝浪板"
"16_LiloStitch!Set04!Surfboards01!color02_DisplayName", "多彩衝浪板"
"16_LiloStitch!Set04!VeggieStand01!color01_DisplayName", "木質蔬菜攤"
"16_LiloStitch!Set04!VeggieStand01!color02_DisplayName", "白色木質蔬菜攤"
"16_LiloStitch!Set04!Wagon01_DisplayName", "閃電小推車"
"16_LiloStitch!Set60!fStitch01_DisplayName", "史迪奇的小紅船"
"16_LiloStitch!Setless!Backdrop_DisplayName", "照片背景牆"
"16_LiloStitch!Setless!CityMaquette01_DisplayName", "城市模型"
"16_LiloStitch!Setless!TV01_DisplayName", "星際寶貝電視"
"16_LiloStitch!Setless!UglyDuckBook01_DisplayName", "醜小鴨故事書"
"20_Incredibles!Setless!Elasticycle01_DisplayName", "彈力摩托車"
"20_Incredibles!Setless!RetroIncrediSuitDisplay01_DisplayName", "超能先生的復古套裝陳列櫃"
"21_Hercules!WellOfSouls01_DisplayName", "靈魂之井"
"22_AncientCiv!Setless!AncientStones01_DisplayName", "破碎的柱子基座"
"22_AncientCiv!Setless!AncientStones02_DisplayName", "破碎的雕花柱子基座"
"22_AncientCiv!Setless!AncientStones03_DisplayName", "刻著眼睛的青苔石"
"22_AncientCiv!Setless!AncientStones04_DisplayName", "刻著圓環的青苔石"
"22_AncientCiv!Setless!AncientStones05_DisplayName", "低矮刻紋柱子"
"22_AncientCiv!Setless!AncientStones06_DisplayName", "苔蘚基質"
"24_Coco!Setless!CocoPinata01_DisplayName", "小驢皮納塔"
"24_Coco!Setless!MiguelGuitar01_DisplayName", "米格的吉他"
"24_Coco!Setless!PapelPicados01_DisplayName", "墨西哥剪紙"
"25_Cars!Setless!McQueenCarBed01_DisplayName", "麥昆賽車床"
"25_Cars!Setless!PistonCup01_DisplayName", "活塞杯"
"26_Lightyear!Setless!LightyearShip01_DisplayName", "XL-15太空飛船"
"26_Lightyear!Setless!LightyearSuitDisplay01_DisplayName", "太空騎警套裝陳列櫃"
"27_Up!Setless!BalloonBasket01_DisplayName", "「冒險開始！」氣球籃"
"27_Up!Setless!FredricksenFireplace01_DisplayName", "弗雷德裡克森壁爐"
"28_SleepBeauty!MaleficentThrone01_DisplayName", "黑巫婆王座"
"29_SnowWhite!MagicMirror01_DisplayName", "魔鏡（掛牆上）"
"99_NonIP!Set04!Lighting01_DisplayName", "黃光燈柱"
"99_NonIP!Set04!Lighting01b_DisplayName", "綠光燈柱"
"99_NonIP!Set04!Lighting01c_DisplayName", "藍光燈柱"
"99_NonIP!Set04!Lighting01d_DisplayName", "紅光燈柱"
"99_NonIP!Set04!Seating01_DisplayName", "長椅"
"99_NonIP!Set05!Bag01_DisplayName", "麻袋"
"99_NonIP!Set05!Cart01_DisplayName", "推車"
"99_NonIP!Set05!Chest01_DisplayName", "箱子"
"99_NonIP!Set05!Crate01_DisplayName", "木箱"
"99_NonIP!Set05!Pennants01_DisplayName", "節日三角旗"
"99_NonIP!Set05!Sign01!Empty_DisplayName", "向右路標"
"99_NonIP!Set05!Sign01!Sign01_Beach_DisplayName", "向右路標——炫麗海灘"
"99_NonIP!Set05!Sign01!Sign01_DarkMountains_DisplayName", "向右路標——遺忘之地"
"99_NonIP!Set05!Sign01!Sign01_Forest_DisplayName", "向右路標——勇氣森林"
"99_NonIP!Set05!Sign01!Sign01_Meadow_DisplayName", "向右路標——寧靜草地"
"99_NonIP!Set05!Sign01!Sign01_Savannah_DisplayName", "向右路標——日照高原"
"99_NonIP!Set05!Sign01!Sign01_Tundra_DisplayName", "向右路標——霜寒高地"
"99_NonIP!Set05!Sign01!Sign01_Urban_DisplayName", "向右路標——廣場"
"99_NonIP!Set05!Sign01!Sign01_Wetland_DisplayName", "向右路標——信仰林地"
"99_NonIP!Set05!Sign02_DisplayName", "向左路標"
"99_NonIP!Set05!Stall01_DisplayName", "貨攤"
"99_NonIP!Set05!Table01_DisplayName", "木桌"
"99_NonIP!Set06!Bucket01_DisplayName", "木水桶"
"99_NonIP!Set06!Chair01_DisplayName", "結實椅子"
"99_NonIP!Set06!Firewood01_DisplayName", "木柴堆"
"99_NonIP!Set06!Hay01_DisplayName", "一捆乾草"
"99_NonIP!Set06!Hay02_DisplayName", "幾捆乾草"
"99_NonIP!Set06!Lamppost_lantern01_DisplayName", "黃光木燈柱"
"99_NonIP!Set06!Lamppost_lantern01b_DisplayName", "粉光木燈柱"
"99_NonIP!Set06!Lamppost_lantern01c_DisplayName", "藍光木燈柱"
"99_NonIP!Set06!Lamppost_lantern01d_DisplayName", "綠光木燈柱"
"99_NonIP!Set06!Table01_DisplayName", "沉重木桌"
"99_NonIP!Set06!Well01_DisplayName", "石頭井"
"99_NonIP!Set07!Birdhouse01_DisplayName", "高鳥屋"
"99_NonIP!Set07!Birdhouse02_DisplayName", "矮鳥屋"
"99_NonIP!Set07!Dirtsacks01_DisplayName", "麻布袋"
"99_NonIP!Set07!FlowerBoxes01_DisplayName", "鮮花箱"
"99_NonIP!Set07!FlowerPot!Var01_DisplayName", "種著向日葵和雛菊的花盆"
"99_NonIP!Set07!FlowerPot!Var02_DisplayName", "種著雛菊和沼澤乳草的花盆"
"99_NonIP!Set07!FlowerPot!Var03_DisplayName", "種著繡球花和風鈴草的花盆"
"99_NonIP!Set07!FlowerPot!Var04_DisplayName", "種著鳳仙花和鳳梨的花盆"
"99_NonIP!Set07!FlowerPot!Var05_DisplayName", "種著星星百合和低垂釣鐘柳的花盆"
"99_NonIP!Set07!FlowerPot!Var06_DisplayName", "種著旱金蓮和沼澤乳草的花盆"
"99_NonIP!Set07!FlowerPot!Var07_DisplayName", "種著紅色和黑色西番蓮的花盆"
"99_NonIP!Set07!FlowerPot!Var08_DisplayName", "種著鳳梨和沼澤乳草的花盆"
"99_NonIP!Set07!FlowerPot!Var09_DisplayName", "種著低垂釣鐘柳和風鈴草的花盆"
"99_NonIP!Set07!FlowerPot!Var10_DisplayName", "種著西番蓮和石蓮花的花盆"
"99_NonIP!Set07!FlowerPot!Var11_DisplayName", "種著蒲公英和直立釣鐘柳的花盆"
"99_NonIP!Set07!FlowerPots01_DisplayName", "花盆"
"99_NonIP!Set07!GardenTools01_DisplayName", "工具架"
"99_NonIP!Set07!Treillis01_DisplayName", "籬架"
"99_NonIP!Set07!TreillisArch01_DisplayName", "籬架拱門"
"99_NonIP!Set07!WoodTable01_DisplayName", "噴漆木桌"
"99_NonIP!Set08!Armchair01!Color01_DisplayName", "黑色扶手椅"
"99_NonIP!Set08!Armchair01!Color02_DisplayName", "藍灰色單人沙發"
"99_NonIP!Set08!Armchair01!Color03_DisplayName", "海軍藍單人沙發"
"99_NonIP!Set08!Armchair01!Color04_DisplayName", "溫暖白色扶手椅"
"99_NonIP!Set08!Armchair01!Color05_DisplayName", "白色單人沙發"
"99_NonIP!Set08!Bed01!Color01_DisplayName", "深藍色單人床"
"99_NonIP!Set08!Bed01!Color02_DisplayName", "藍色單人床"
"99_NonIP!Set08!Bed01!Color03_DisplayName", "米色單人床"
"99_NonIP!Set08!Bed01!Color04_DisplayName", "深藍色單人床"
"99_NonIP!Set08!Bed01!Color05_DisplayName", "淺藍色單人床"
"99_NonIP!Set08!Bed02!Color01_DisplayName", "黑色雙人床"
"99_NonIP!Set08!Bed02!Color02_DisplayName", "藍色雙人床"
"99_NonIP!Set08!Bed02!Color03_DisplayName", "黃色雙人床"
"99_NonIP!Set08!Bed02!Color04_DisplayName", "海軍藍雙人床"
"99_NonIP!Set08!Bed02!Color05_DisplayName", "淺藍色雙人床"
"99_NonIP!Set08!CoffeeTable01!Color01_DisplayName", "黑色咖啡桌"
"99_NonIP!Set08!CoffeeTable01!Color02_DisplayName", "深色木紋咖啡桌"
"99_NonIP!Set08!CoffeeTable01!Color03_DisplayName", "原木紋咖啡桌"
"99_NonIP!Set08!CoffeeTable01!Color04_DisplayName", "淺色木紋咖啡桌"
"99_NonIP!Set08!CoffeeTable01!Color05_DisplayName", "白色咖啡桌"
"99_NonIP!Set08!Couch01!Color01_DisplayName", "黑色雙人沙發"
"99_NonIP!Set08!Couch01!Color02_DisplayName", "灰色雙人沙發"
"99_NonIP!Set08!Couch01!Color03_DisplayName", "海軍藍雙人沙發"
"99_NonIP!Set08!Couch01!Color04_DisplayName", "淺棕色雙人沙發"
"99_NonIP!Set08!Couch01!Color05_DisplayName", "白色雙人沙發"
"99_NonIP!Set08!Couch02!Color01_DisplayName", "黑色三人沙發"
"99_NonIP!Set08!Couch02!Color02_DisplayName", "灰色三人沙發"
"99_NonIP!Set08!Couch02!Color03_DisplayName", "海軍藍三人沙發"
"99_NonIP!Set08!Couch02!Color04_DisplayName", "淺棕色三人沙發"
"99_NonIP!Set08!Couch02!Color05_DisplayName", "白色三人沙發"
"99_NonIP!Set08!Desk01!Color01_DisplayName", "白色書桌"
"99_NonIP!Set08!Desk01!Color02_DisplayName", "深色木紋書桌"
"99_NonIP!Set08!Desk01!Color03_DisplayName", "原木紋書桌"
"99_NonIP!Set08!Desk01!Color04_DisplayName", "淺色木紋書桌"
"99_NonIP!Set08!Desk01!Color05_DisplayName", "黑色書桌"
"99_NonIP!Set08!DiningChair01!color01_DisplayName", "黑色餐椅"
"99_NonIP!Set08!DiningChair01!color02_DisplayName", "深色木紋餐椅"
"99_NonIP!Set08!DiningChair01!color03_DisplayName", "中型木紋餐椅"
"99_NonIP!Set08!DiningChair01!color04_DisplayName", "淺色木紋餐椅"
"99_NonIP!Set08!DiningChair01!color05_DisplayName", "白色餐椅"
"99_NonIP!Set08!DiningTable01!Color01_DisplayName", "黑色餐桌"
"99_NonIP!Set08!DiningTable01!Color02_DisplayName", "深色木紋餐桌"
"99_NonIP!Set08!DiningTable01!Color03_DisplayName", "原木紋餐桌"
"99_NonIP!Set08!DiningTable01!Color04_DisplayName", "淺色木紋餐桌"
"99_NonIP!Set08!DiningTable01!Color05_DisplayName", "白色餐桌"
"99_NonIP!Set08!DiningTable02!Color01_DisplayName", "黑色大餐桌"
"99_NonIP!Set08!DiningTable02!Color02_DisplayName", "深色木紋大餐桌"
"99_NonIP!Set08!DiningTable02!Color03_DisplayName", "原木紋大餐桌"
"99_NonIP!Set08!DiningTable02!Color04_DisplayName", "淺色木紋大餐桌"
"99_NonIP!Set08!DiningTable02!Color05_DisplayName", "白色大餐桌"
"99_NonIP!Set08!DiningTable03!Color01_DisplayName", "方形黑色餐桌"
"99_NonIP!Set08!DiningTable03!Color02_DisplayName", "方形深色木紋餐桌"
"99_NonIP!Set08!DiningTable03!Color03_DisplayName", "方形原木紋餐桌"
"99_NonIP!Set08!DiningTable03!Color04_DisplayName", "方形淺色木紋餐桌"
"99_NonIP!Set08!DiningTable03!Color05_DisplayName", "方形白色餐桌"
"99_NonIP!Set08!Dresser01!Color01_DisplayName", "黑色抽屜櫃"
"99_NonIP!Set08!Dresser01!Color02_DisplayName", "深色木紋抽屜櫃"
"99_NonIP!Set08!Dresser01!Color03_DisplayName", "木製抽屜櫃"
"99_NonIP!Set08!Dresser01!Color04_DisplayName", "淺色木紋抽屜櫃"
"99_NonIP!Set08!Dresser01!Color05_DisplayName", "白色抽屜櫃"
"99_NonIP!Set08!LCouch01!Color01_DisplayName", "黑色L形沙發"
"99_NonIP!Set08!LCouch01!Color02_DisplayName", "灰色L形沙發"
"99_NonIP!Set08!LCouch01!Color03_DisplayName", "海軍藍L形沙發"
"99_NonIP!Set08!LCouch01!Color04_DisplayName", "淺棕色L形沙發"
"99_NonIP!Set08!LCouch01!Color05_DisplayName", "白色L形沙發"
"99_NonIP!Set08!LCouch02!Color01_DisplayName", "黑色L形大沙發"
"99_NonIP!Set08!LCouch02!Color02_DisplayName", "灰色L形大沙發"
"99_NonIP!Set08!LCouch02!Color03_DisplayName", "海軍藍L形大沙發"
"99_NonIP!Set08!LCouch02!Color04_DisplayName", "淺棕色L形大沙發"
"99_NonIP!Set08!LCouch02!Color05_DisplayName", "白色L形大沙發"
"99_NonIP!Set08!SideTable01!Color01_DisplayName", "黑色邊桌"
"99_NonIP!Set08!SideTable01!Color02_DisplayName", "深色木紋邊桌"
"99_NonIP!Set08!SideTable01!Color03_DisplayName", "原木邊桌"
"99_NonIP!Set08!SideTable01!Color04_DisplayName", "淺色木紋邊桌"
"99_NonIP!Set08!SideTable01!Color05_DisplayName", "白色邊桌"
